season,round,race,driver_id,driver,constructor,grid,points,finish_position,won,previous_points,previous_grid,previous_finish,average_finish,average_grid,recent_points,podium,driver_recent_podiums,driver_recent_wins,dnf,driver_recent_dnfs,constructor_previous_points,constructor_recent_points,constructor_average_finish
2025,5,Saudi Arabian Grand Prix,hamilton,HAM,ferrari,7,6.0,7,0,10.0,9.0,5.0,10.0,9.6,19.0,0,0.0,0.0,0,0.0,10.0,23.0,9.6
2022,1,Bahrain Grand Prix,hulkenberg,HUL,aston_martin,17,0.0,17,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,14.2
2022,2,Saudi Arabian Grand Prix,hulkenberg,HUL,aston_martin,17,0.0,12,0,0.0,17.0,17.0,17.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,14.2
2023,1,Bahrain Grand Prix,hulkenberg,HUL,haas,10,0.0,15,0,0.0,17.0,12.0,14.5,17.0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,11.0
2023,2,Saudi Arabian Grand Prix,hulkenberg,HUL,haas,10,0.0,12,0,0.0,10.0,15.0,14.666666666666666,14.666666666666666,0.0,0,0.0,0.0,0,0.0,0.0,6.0,11.2
2023,3,Australian Grand Prix,hulkenberg,HUL,haas,10,6.0,7,0,0.0,10.0,12.0,14.0,13.5,0.0,0,0.0,0.0,0,0.0,0.0,2.0,12.0
2023,4,Azerbaijan Grand Prix,hulkenberg,HUL,haas,20,0.0,17,0,6.0,10.0,7.0,12.6,12.8,6.0,0,0.0,0.0,0,0.0,6.0,7.0,11.4
2023,5,Miami Grand Prix,hulkenberg,HUL,haas,12,0.0,15,0,0.0,20.0,17.0,12.6,13.4,6.0,0,0.0,0.0,0,0.0,0.0,6.0,12.8
2024,1,Bahrain Grand Prix,hulkenberg,HUL,haas,10,0.0,16,0,0.0,12.0,15.0,13.2,12.4,6.0,0,0.0,0.0,0,0.0,0.0,6.0,13.2
2024,2,Saudi Arabian Grand Prix,hulkenberg,HUL,haas,15,1.0,10,0,0.0,10.0,16.0,13.4,12.4,6.0,0,0.0,0.0,0,0.0,0.0,6.0,13.4
2024,3,Australian Grand Prix,hulkenberg,HUL,haas,16,2.0,9,0,1.0,15.0,10.0,13.0,13.4,7.0,0,0.0,0.0,0,0.0,1.0,7.0,13.0
2024,4,Japanese Grand Prix,hulkenberg,HUL,haas,12,0.0,11,0,2.0,16.0,9.0,13.4,14.6,3.0,0,0.0,0.0,0,0.0,2.0,3.0,13.4
2024,5,Chinese Grand Prix,hulkenberg,HUL,haas,9,1.0,10,0,0.0,12.0,11.0,12.2,13.0,3.0,0,0.0,0.0,0,0.0,0.0,3.0,12.2
2025,1,Australian Grand Prix,hulkenberg,HUL,sauber,17,6.0,7,0,1.0,9.0,10.0,11.2,12.4,4.0,0,0.0,0.0,0,0.0,0.0,0.0,16.8
2025,2,Chinese Grand Prix,hulkenberg,HUL,sauber,12,0.0,15,0,6.0,17.0,7.0,9.4,13.8,10.0,0,0.0,0.0,0,0.0,6.0,6.0,14.4
2025,3,Japanese Grand Prix,hulkenberg,HUL,sauber,16,0.0,16,0,0.0,12.0,15.0,10.4,13.2,9.0,0,0.0,0.0,0,0.0,0.0,6.0,14.0
2025,4,Bahrain Grand Prix,hulkenberg,HUL,sauber,16,0.0,20,0,0.0,16.0,16.0,11.8,13.2,7.0,0,0.0,0.0,0,0.0,0.0,6.0,14.4
2025,5,Saudi Arabian Grand Prix,hulkenberg,HUL,sauber,18,0.0,15,0,0.0,16.0,20.0,13.6,14.0,7.0,0,0.0,0.0,0,0.0,0.0,6.0,15.6
2022,1,Bahrain Grand Prix,kevin_magnussen,MAG,haas,7,10.0,5,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,1.0,4.0,11.2
2022,2,Saudi Arabian Grand Prix,kevin_magnussen,MAG,haas,10,2.0,9,0,10.0,7.0,5.0,5.0,7.0,10.0,0,0.0,0.0,0,0.0,10.0,14.0,9.0
2022,3,Australian Grand Prix,kevin_magnussen,MAG,haas,16,0.0,14,0,2.0,10.0,9.0,7.0,8.5,12.0,0,0.0,0.0,0,0.0,2.0,15.0,8.8
2022,4,Emilia Romagna Grand Prix,kevin_magnussen,MAG,haas,8,2.0,9,0,0.0,16.0,14.0,9.333333333333334,11.0,12.0,0,0.0,0.0,0,0.0,0.0,13.0,9.8
2022,5,Miami Grand Prix,kevin_magnussen,MAG,haas,16,0.0,16,0,2.0,8.0,9.0,9.25,10.25,14.0,0,0.0,0.0,0,0.0,2.0,15.0,9.4
2023,1,Bahrain Grand Prix,kevin_magnussen,MAG,haas,17,0.0,13,0,0.0,16.0,16.0,10.6,11.4,14.0,0,0.0,0.0,0,0.0,0.0,14.0,10.6
2023,2,Saudi Arabian Grand Prix,kevin_magnussen,MAG,haas,13,1.0,10,0,0.0,17.0,13.0,12.2,13.4,4.0,0,0.0,0.0,0,0.0,0.0,4.0,12.2
2023,3,Australian Grand Prix,kevin_magnussen,MAG,haas,14,0.0,17,0,1.0,13.0,10.0,12.4,14.0,3.0,0,0.0,0.0,0,0.0,1.0,3.0,12.4
2023,4,Azerbaijan Grand Prix,kevin_magnussen,MAG,haas,16,0.0,13,0,0.0,14.0,17.0,13.0,13.6,3.0,0,0.0,0.0,0,0.0,0.0,3.0,13.0
2023,5,Miami Grand Prix,kevin_magnussen,MAG,haas,4,1.0,10,0,0.0,16.0,13.0,13.8,15.2,1.0,0,0.0,0.0,0,0.0,0.0,1.0,13.8
2024,1,Bahrain Grand Prix,kevin_magnussen,MAG,haas,15,0.0,12,0,1.0,4.0,10.0,12.6,12.8,2.0,0,0.0,0.0,0,0.0,1.0,2.0,12.6
2024,2,Saudi Arabian Grand Prix,kevin_magnussen,MAG,haas,13,0.0,12,0,0.0,15.0,12.0,12.4,12.4,2.0,0,0.0,0.0,0,0.0,0.0,2.0,12.4
2024,3,Australian Grand Prix,kevin_magnussen,MAG,haas,14,1.0,10,0,0.0,13.0,12.0,12.8,12.4,1.0,0,0.0,0.0,0,0.0,0.0,1.0,12.8
2024,4,Japanese Grand Prix,kevin_magnussen,MAG,haas,18,0.0,13,0,1.0,14.0,10.0,11.4,12.4,2.0,0,0.0,0.0,0,0.0,1.0,2.0,11.4
2024,5,Chinese Grand Prix,kevin_magnussen,MAG,haas,17,0.0,16,0,0.0,18.0,13.0,11.4,12.8,2.0,0,0.0,0.0,0,0.0,0.0,2.0,11.4
2021,1,Bahrain Grand Prix,latifi,LAT,williams,17,0.0,18,0,0.0,10.0,10.0,10.0,10.0,0.0,0,0.0,0.0,0,0.0,2.0,20.0,8.4
2021,2,Emilia Romagna Grand Prix,latifi,LAT,williams,14,0.0,20,0,0.0,17.0,18.0,18.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,10.0,11.0
2021,3,Portuguese Grand Prix,latifi,LAT,williams,18,0.0,18,0,0.0,14.0,20.0,19.0,15.5,0.0,0,0.0,0.0,0,0.0,0.0,4.0,13.6
2021,4,Spanish Grand Prix,latifi,LAT,williams,19,0.0,16,0,0.0,18.0,18.0,18.666666666666668,16.333333333333332,0.0,0,0.0,0.0,0,0.0,0.0,2.0,15.4
2021,5,Monaco Grand Prix,latifi,LAT,williams,18,0.0,15,0,0.0,19.0,16.0,18.0,17.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,16.2
2022,1,Bahrain Grand Prix,latifi,LAT,williams,20,0.0,16,0,0.0,18.0,15.0,17.4,17.2,0.0,0,0.0,0.0,0,0.0,0.0,0.0,17.4
2022,2,Saudi Arabian Grand Prix,latifi,LAT,williams,18,0.0,18,0,0.0,20.0,16.0,17.0,17.8,0.0,0,0.0,0.0,0,0.0,0.0,0.0,17.0
2022,3,Australian Grand Prix,latifi,LAT,williams,18,0.0,16,0,0.0,18.0,18.0,16.6,18.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,16.6
2022,4,Emilia Romagna Grand Prix,latifi,LAT,williams,19,0.0,16,0,0.0,18.0,16.0,16.2,18.6,0.0,0,0.0,0.0,0,0.0,0.0,0.0,16.2
